       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA       Rating
     0.06900      0.32500      0.04200      2.55300      0.67300           AA
     0.22000      0.38700      0.05700      2.56300      0.40600           AA
     0.06500      0.22300      0.04200      1.87900      0.32700            A
     0.14300      0.33500      0.05400      2.13200      0.52900            A
     0.48300      0.58700      0.10000      2.71400      0.42800           AA
     0.02400      0.00500      0.04200      0.39400      0.17900           BB
    -0.02400     -0.12000      0.02600      0.24200      0.16900            B
     0.08100      0.24000      0.04500      1.54100      0.18500          BBB
     0.09800      0.21800      0.05100      1.17500      0.23300            A
     0.04500      0.01700      0.04800      0.33600      0.10200           BB
     0.27500      0.44400      0.07900      2.90100      0.43000          AAA
     0.47800      0.62400      0.08700      3.02200      0.34400           AA
     0.01700      0.19800      0.03900      1.39700      0.41400            A
     0.06000      0.16800      0.03700      0.89700      0.32100          BBB
     0.04500      0.12900      0.04700      1.04500      0.15200           BB
     0.09100      0.26600      0.05200      2.14000      0.18400            A
    -0.02800     -0.08800      0.01200      0.55400      0.14000           BB
    -0.04200      0.07700      0.03000      1.66300      0.29500            A
     0.12200      0.22600      0.05200      1.27400      0.29000          BBB
    -0.23200      0.00500     -0.00300      1.05900      0.09800           BB
     0.26000      0.22000      0.06700      0.71200      0.28600           BB
     0.01600      0.16400      0.03400      1.49800      0.43000          BBB
    -0.00100      0.02400      0.02800      0.63800      0.15200           BB
     0.18100      0.28500      0.06800      1.45000      0.25200            A
     0.07300      0.38300      0.04900      3.56300      0.61600          AAA
    -0.14800     -0.55400      0.00600      0.21000      0.10300            B
     0.16400      0.28600      0.06100      1.39200      0.23600            A
     0.26300      0.45500      0.06100      2.39900      0.43100           AA
     0.19700      0.23300      0.05900      0.84600      0.16500          BBB
    -0.00600     -0.04200      0.04100      0.26700      0.15900           BB
     0.39700      0.62300      0.08700      4.66500      0.37200          AAA
     0.49700      0.66800      0.10200      3.91500      0.56600          AAA
     0.08500      0.30700      0.05600      1.98900      0.47800            A
     0.02700      0.16300      0.03600      0.97200      0.20200           BB
     0.05600      0.01800      0.05200      0.30900      0.10300           BB
     0.21200      0.48600      0.05700      3.98600      0.67900          AAA
     0.26800      0.31500      0.05800      2.05700      0.30800            A
    -0.04900      0.18600      0.01600      4.49800      0.54700          AAA
     0.08700      0.21400      0.05300      1.08500      0.32100           BB
     0.06700      0.25900      0.04200      2.76000      0.40200           AA
     0.56700      0.88300      0.11300      4.66300      0.37400          AAA
     0.27900      0.55600      0.06700      3.92700      0.48500          AAA
     0.26500      0.43700      0.06600      2.70400      0.33500           AA
     0.09400      0.32400      0.05200      2.24400      0.31500            A
     0.10200      0.07200      0.05100      0.36700      0.13900           BB
     0.49300      0.68400      0.10100      3.52800      0.50500          AAA
     0.05800     -0.00100      0.04000      0.39600      0.15300           BB
     0.11200      0.59400      0.04200     14.45600      0.81800          AAA
     0.15600      0.26000      0.05500      1.97900      0.43100            A
    -0.09400     -0.37300      0.02200      0.10200      0.11400          CCC
    -0.01300     -0.06500      0.04000      0.33200      0.09100            B
     0.17100      0.27800      0.05500      1.16000      0.27200           BB
     0.02400      0.19800      0.04200      1.51000      0.23400          BBB
     0.19900      0.28000      0.06300      1.28800      0.27300          BBB
     0.28600      0.33200      0.07300      0.97100      0.18100           BB
     0.23200      0.34500      0.06600      0.91600      0.27600           BB
     0.37100      0.38000      0.07800      1.04100      0.23900            A
     0.52000      0.61500      0.10500      4.59300      0.53700          AAA
     0.00100      0.11600      0.03200      1.31100      0.33200          BBB
     0.00100      0.14700      0.03600      1.88200      0.52600          BBB
     0.01900      0.11900      0.04000      1.31100      0.29300          BBB
    -0.21300     -0.62900     -0.03300      0.56300      0.29400          CCC
     0.26700      0.46600      0.07900      1.24100      0.26400          BBB
     0.34900      0.58500      0.08000      6.31800      0.57700          AAA
     0.25500      0.46300      0.05600      6.67000      0.68000          AAA
     0.34600      0.64200      0.07600      3.40700      0.50500          AAA
     0.02200      0.01400      0.03500      0.63400      0.26100          BBB
     0.16900      0.12000      0.05400      0.36600      0.13300           BB
     0.14400      0.28800      0.05600      1.47000      0.26700            A
    -0.00900     -0.16600      0.03100      0.24400      0.09200            B
     0.23800      0.39200      0.06300      2.41400      0.39900           AA
     0.15900      0.48700      0.05800      4.90300      0.94200          AAA
     0.29300      0.32600      0.06900      1.03000      0.30400          BBB
     0.14400      0.20400      0.05300      0.88400      0.23500          BBB
     0.52500      0.71800      0.11700      2.74900      0.51600          AAA
     0.19400      0.32300      0.05900      1.17000      0.23700          BBB
     0.52700      0.88000      0.10300     11.90100      0.72600          AAA
     0.10100      0.21100      0.05300      0.85400      0.16800          BBB
     0.43200      0.29900      0.07100      0.83500      0.11200          BBB
     0.10000      0.13800      0.04700      0.65700      0.19500          BBB
     0.24200      0.26800      0.05100      3.61600      0.61000           AA
    -0.13000      0.06000      0.00200      1.72700      0.34900          BBB
     0.31400      0.62900      0.07400      5.86300      0.46700          AAA
     0.28500      0.37800      0.07800      1.55300      0.19600          BBB
    -0.13200      0.23200      0.01400      7.16500      1.00900          AAA
     0.31700      0.47700      0.06900      2.07000      0.32600            A
     0.07600      0.21200      0.04100      1.40800      0.26200            A
     0.13700      0.08200      0.05600      0.60300      0.20500          BBB
     0.21300      0.30500      0.05800      1.40700      0.28600          BBB
     0.07400      0.13800      0.04500      0.71400      0.24900           BB
     0.15800      0.18800      0.05400      1.16000      0.26600          BBB
     0.65600      0.78100      0.12100      0.72900      0.18100          BBB
     0.17900      0.20800      0.05900      0.80800      0.19100          BBB
     0.10200      0.22800      0.04500      1.60600      0.27900            A
     0.15700      0.13100      0.05000      1.00200      0.38400          BBB
    -0.00700     -0.34000      0.04000      0.15700      0.10300            B
     0.27600      0.43500      0.06700      2.97300      0.39500           AA
     0.14500      0.38500      0.05100      3.62500      0.35300          AAA
     0.09600      0.21700      0.04700      1.04900      0.38000          BBB
     0.13500     -0.02400      0.05800      0.15000      0.07000            B
     0.29700      0.49300      0.07200      4.66400      0.63800          AAA
     0.29600      0.32600      0.07300      1.91600      0.36800            A
     0.16700      0.35900      0.04300      3.56400      0.59800           AA
     0.10600      0.27900      0.04800      2.01000      0.45700            A
     0.21800      0.32900      0.05700      1.94100      0.23400            A
     0.04200      0.13000      0.03900      0.87900      0.29900          BBB
     0.04500      0.07100      0.03600      0.54900      0.19600           BB
     0.38400      0.47600      0.07800      3.34300      0.40800          AAA
     0.19400      0.34700      0.06300      1.17100      0.28900          BBB
    -0.00300      0.04000      0.03600      0.46000      0.17400           BB
     0.35300      0.41000      0.08000      1.15700      0.33100          BBB
     0.00800     -0.40600      0.03400      0.12100      0.08600            B
     0.20300      0.29000      0.05800      2.11100      0.34200            A
     0.26200      0.40500      0.06300      2.22500      0.33100            A
     0.22300      0.39200      0.06300      2.21700      0.44700            A
     0.08700      0.18200      0.04400      1.36200      0.29900          BBB
     0.05100      0.16000      0.04300      0.46800      0.19600           BB
    -0.05700      0.05300      0.02600      0.55700      0.20600           BB
    -0.00100      0.15700      0.03100      1.83200      0.31100            A
     0.24700      0.06500      0.06700      0.56600      0.11400           BB
     0.22800      0.41100      0.06500      1.77700      0.34800            A
     0.18700      0.30400      0.05900      1.83500      0.25000            A
     0.02300      0.26000      0.04100      2.01800      0.37000            A
     0.18700      0.26300      0.05500      1.20800      0.26500          BBB
     0.28700      0.25300      0.07000      0.93400      0.22800           BB
     0.20300      0.39000      0.06200      3.08200      0.57200           AA
    -0.08600     -0.46600      0.00800      0.34200      0.15300            B
     0.43800      0.61500      0.09300      2.04600      0.30500           AA
     0.09300      0.30800      0.04900      1.66100      0.31900            A
     0.02900      0.39900      0.03600      1.34400      0.42300          BBB
    -0.01800      0.13000      0.03300      1.39400      0.40800          BBB
     0.13100      0.29700      0.05300      1.76000      0.30500          BBB
     0.33800      0.42600      0.07200      2.88600      0.46100           AA
     0.10000      0.08200      0.04800      0.36200      0.11600           BB
    -0.10400     -0.62600      0.01500      0.14200      0.08100          CCC
     0.30600      0.38900      0.06300      0.72100      0.11600          BBB
    -0.35000     -1.34600     -0.03800      0.16100      0.13600          CCC
     0.02500      0.06400      0.04200      0.62100      0.18000           BB
    -0.01100     -0.09200      0.02900      0.62100      0.25400           BB
     0.22300      0.26900      0.06100      1.85400      0.24300            A
     0.18900      0.43700      0.05900      5.04300      0.45200          AAA
     0.23000      0.47000      0.06700      3.90100      0.48800          AAA
     0.05400      0.18200      0.04400      0.79500      0.21000           BB
     0.16900      0.31600      0.05400      1.95000      0.29400            A
     0.16000      0.21000      0.04600      0.92900      0.12100           BB
     0.40200      0.58400      0.07500      4.33500      0.45200          AAA
     0.05500      0.13300      0.04300      0.60300      0.31100           BB
     0.19100      0.22800      0.05800      1.09700      0.33300          BBB
     0.26700      0.68200      0.07400     10.11000      0.84800          AAA
     0.33400      0.51900      0.08700      3.51100      0.51300          AAA
     0.09800      0.41700      0.05400      2.95500      0.39900           AA
     0.03100      0.13600      0.04400      0.98800      0.20600           BB
     0.07400      0.20500      0.04300      1.20800      0.26700          BBB
    -0.03700     -0.02900      0.02500      0.82100      0.15500           BB
     0.47400      0.42100      0.10600      1.44400      0.24300            A
    -0.00900      0.01900      0.03100      0.39000      0.26000           BB
     0.06200      0.22300      0.04200      3.76700      0.53100          AAA
    -0.06900     -0.03900      0.01500      0.95100      0.22900          BBB
     0.13700      0.11600      0.04800      0.57200      0.17500          BBB
     0.26300      0.29600      0.07100      1.23600      0.19000          BBB
     0.24500      0.27300      0.06300      0.77500      0.13500          BBB
     0.31000      0.58400      0.07000      6.80700      0.78300          AAA
    -0.02400      0.11100      0.02400      1.23600      0.30200          BBB
     0.77600      0.43400      0.19700      2.35100      0.50700           AA
     0.08300      0.18200      0.04400      0.92100      0.15600          BBB
     0.08700      0.21400      0.04700      0.96100      0.24900          BBB
    -0.00000     -0.00500      0.03300      0.30000      0.09400           BB
     0.61900      0.80400      0.12700      2.76100      0.42000           AA
     0.04700      0.10300      0.03600      0.66100      0.15800           BB
    -0.03200      0.08200      0.03200      1.04000      0.24600           BB
    -0.05200     -0.08300      0.01300      0.57600      0.15900           BB
     0.20200      0.14900      0.07200      0.41000      0.12400          BBB
     0.00500      0.15500      0.03600      1.12900      0.30000          BBB
     0.08400      0.29800      0.05000      1.59000      0.33900          BBB
     0.02400      0.05700      0.04400      0.35100      0.14600           BB
    -0.08300     -0.03400      0.02000      0.47200      0.13700           BB
     0.20900      0.30200      0.06300      1.70100      0.24700            A
     0.32500      0.41700      0.08100      3.75900      0.63200          AAA
     0.03400      0.26000      0.02600      3.26200      0.47700           AA
     0.24700      0.39000      0.06600      2.61800      0.50000            A
     0.00300      0.00400      0.02200      0.39200      0.15200           BB
    -0.11200     -1.74000     -0.00000      0.06100      0.08900          CCC
    -0.02900      0.03100      0.02600      0.84800      0.22100           BB
     0.57400      0.88900      0.13200      5.38100      0.83200          AAA
    -0.00800      0.17900      0.03100      2.58200      0.34000           AA
     0.17400      0.25100      0.05800      1.66000      0.25700          BBB
     0.37900      0.39200      0.08000      1.10800      0.26100          BBB
     0.04600      0.09600      0.03700      0.62200      0.18600           BB
     0.24400      0.40100      0.05600      4.30700      0.65900          AAA
     0.11900      0.38700      0.04900      3.06400      0.43400           AA
     0.00900      0.08800      0.03300      0.86300      0.30100          BBB
    -0.00800      0.15500      0.02900      2.99600      0.54700           AA
     0.16900      0.22300      0.05900      1.29800      0.35400            A
    -0.03200     -0.19400      0.02700      0.46100      0.15000            B
     0.12200      0.22700      0.04600      2.20800      0.23100            A
     0.11600      0.21100      0.06500      2.51700      0.49100           AA
     0.45900      0.64000      0.09700      2.95000      0.41900           AA
    -0.12500     -0.56200     -0.00800      0.23500      0.11300            B
     0.16500      0.35700      0.06900      0.78000      0.27200            A
    -0.00600     -0.08600      0.03500      0.30200      0.11100           BB
     0.24500      0.30900      0.06300      2.06000      0.45000          BBB
     0.06700      0.24200      0.04600      1.68100      0.27100            A
     0.68400      1.04000      0.14000     21.11800      0.83000          AAA
     0.06800      0.18300      0.04700      0.74900      0.29100          BBB
     0.03100     -0.08300      0.03900      0.06800      0.08800            B
     0.38700      0.26000      0.07700      0.88700      0.20400          BBB
     0.06700      0.17700      0.04400      1.95500      0.31700           AA
     0.29100      0.54600      0.08100      2.07300      0.28800           AA
     0.09700      0.20000      0.05400      0.42100      0.18900           BB
     0.16300      0.21600      0.05600      0.60000      0.15100          BBB
     0.33200      0.37200      0.07600      0.72900      0.14000          BBB
     0.01100      0.02400      0.03700      0.57100      0.24100          BBB
     0.42800      0.47300      0.08900      2.19700      0.42100            A
     0.24300      0.22000      0.06200      0.79800      0.21300           BB
     0.36200      0.52100      0.07600      3.73600      0.38200          AAA
    -0.09300     -0.76100      0.01200      0.16900      0.11800          CCC
     0.10900      0.28200      0.04200      2.34600      0.28100            A
     0.05500      0.05400      0.04200      0.43300      0.12600            B
    -0.15500     -0.77700     -0.01700      0.29600      0.13900          CCC
     0.13800      0.15100      0.04600      0.71300      0.30000          BBB
     0.07600      0.00200      0.04700      0.29500      0.10500            B
     0.41500      0.48200      0.09300      1.64600      0.16300            A
     0.02200      0.01200      0.03900      0.33400      0.14500            B
     0.30900      0.34800      0.08500      1.25900      0.21300            A
    -0.04000     -0.07700      0.01900      0.50600      0.25800           BB
     0.05200      0.29000      0.03600      3.39900      0.51300           AA
     0.18000      0.22600      0.05800      1.66100      0.30100          BBB
    -0.00600      0.18000      0.03100      2.66100      0.51900           AA
    -0.01400      0.12600      0.03500      0.90300      0.17700          BBB
     0.09200      0.11500      0.05200      0.33500      0.12400            B
     0.19700      0.27700      0.06000      0.69200      0.19700           BB
     0.04100      0.06200      0.04300      0.44600      0.13600           BB
     0.12400      0.36700      0.05500      3.88000      0.52600          AAA
    -0.00100      0.07100      0.02600      0.81100      0.28600           BB
    -0.00900     -0.15700      0.03600      0.24700      0.10100            B
     0.26100      0.40800      0.06700      2.59700      0.31500           AA
     0.25400      0.29600      0.07100      1.01600      0.22700          BBB
     0.15300      0.52400      0.05300      6.65500      0.74100          AAA
    -0.00700     -0.13900      0.03400      0.19600      0.08700            B
     0.16500      0.27300      0.05700      2.28700      0.46800            A
    -0.03000      0.13300      0.01500      2.48000      0.40100           AA
    -0.06300     -0.12900      0.02800      0.50800      0.17700            B
     0.15700      0.18100      0.06400      0.46700      0.13100           BB
     0.19300      0.49300      0.06000      4.65400      0.58800          AAA
    -0.08700     -0.63400      0.00700      0.08500      0.08400          CCC
    -0.56400     -1.94000     -0.03500      0.14500      0.09600          CCC
     0.02000      0.07500      0.03500      0.70000      0.19800           BB
     0.47000      0.30900      0.09900      0.59100      0.22500           BB
     0.20200      0.23500      0.05800      1.28900      0.21400          BBB
     0.06500      0.23300      0.04200      1.30700      0.24400          BBB
     0.03500      0.15600      0.04100      1.78400      0.28600            A
     0.02900      0.13600      0.03800      0.51900      0.25000           BB
     0.19900      0.42700      0.06200      3.03100      0.41700          AAA
     0.02900      0.06200      0.04000      0.50600      0.14600           BB
     0.21400      0.45500      0.06200      1.41900      0.22600           AA
     0.22300      0.33600      0.07400      0.84600      0.17100          BBB
     0.63300      0.30700      0.12300      0.07900      0.12100           BB
     0.09800      0.34400      0.04600      6.42600      0.49500          AAA
    -0.00500      0.04000      0.03400      0.75400      0.23300           BB
     0.23100      0.30900      0.05700      2.03300      0.25600            A
     0.03800      0.16400      0.03300      1.87900      0.24600          BBB
     0.09500      0.23400      0.05400      1.25300      0.28400          BBB
     0.26400      0.21900      0.06400      0.50500      0.14100          BBB
     0.08000      0.26300      0.04600      2.09200      0.34000            A
     0.02000     -0.11200      0.04700      0.20300      0.09400            B
     0.13300      0.38900      0.05300      2.28800      0.25300           AA
     0.12600      0.23000      0.05700      0.98100      0.19700          BBB
    -0.07900      0.05000      0.01200      0.99400      0.24300          BBB
     0.24100      0.19900      0.07300      0.42100      0.13000           BB
     0.21300      0.48100      0.06100      2.84700      0.44900           AA
     0.03900      0.12600      0.04600      0.66000      0.17400           BB
     0.70800      1.26000      0.15500     28.49500      1.17500          AAA
     0.14500      0.26200      0.05100      1.57900      0.30600            A
     0.28000      0.25800      0.07400      0.64000      0.16200          BBB
     0.20900      0.55000      0.06100     10.27400      0.81700          AAA
    -0.10300     -0.24100     -0.00100      0.42300      0.15100            B
    -0.49900     -1.54600     -0.03900      0.15800      0.25600          CCC
     0.15800      0.31600      0.05800      1.11000      0.28200          BBB
     0.27700      0.33700      0.07200      1.34000      0.26100          BBB
     0.07400      0.17100      0.04600      1.31400      0.45500          BBB
     0.39500      0.30600      0.08500      0.63500      0.12500          BBB
     0.15300      0.30900      0.05300      5.36300      0.64600          AAA
    -0.03900     -0.18700      0.03000      0.19300      0.11000           BB
    -0.03000     -0.12900      0.02900      0.51600      0.14600            B
     0.08600      0.10300      0.05000      0.49700      0.14500           BB
     0.12200      0.27100      0.05000      2.05600      0.34500            A
     0.47900      0.72900      0.08800      3.69300      0.44700          AAA
     0.11400      0.30700      0.05000      2.11400      0.40200            A
     0.36900      0.36600      0.07900      0.48600      0.18000          BBB
     0.33100      0.46000      0.08300      2.25800      0.27500            A
    -0.01300     -0.46500      0.02900      0.10600      0.07900          CCC
     0.02100      0.09600      0.03700      0.90000      0.27400           BB
     0.09100      0.02100      0.04600      0.25200      0.11300            B
     0.17600      0.36000      0.06000      0.91800      0.19200          BBB
     0.02100      0.03400      0.03700      0.48300      0.19000           BB
     0.16600      0.33000      0.05500      3.28400      0.42500          AAA
     0.43000      0.59600      0.07800      2.80000      0.31600           AA
     0.24300      0.40300      0.05900      2.99900      0.44200           AA
     0.41100      0.54100      0.08900      3.27100      0.40100          AAA
     0.10900      0.11900      0.05600      0.24600      0.09400           BB
    -0.00900      0.01400      0.03100      0.26000      0.14400            B
     0.15500      0.17800      0.05000      1.04200      0.28200          BBB
     0.25000      0.50800      0.07200      5.01500      0.79100          AAA
     0.13900      0.19000      0.05900      0.66500      0.27000           BB
     0.31900      0.49200      0.06400      3.32200      0.48200           AA
     0.16400      0.21900      0.05800      0.68500      0.13200          BBB
     0.05200      0.20300      0.04700      1.34600      0.30900            A
     0.04100      0.13600      0.03800      0.69000      0.21900          BBB
     0.14300      0.33400      0.05300      3.30600      0.35600           AA
     0.22900      0.27000      0.05600      1.08300      0.24600          BBB
    -0.06800     -0.20700      0.01200      0.29600      0.13000            B
     0.29600      0.39000      0.07500      1.67100      0.31700            A
     0.32600      0.54100      0.08400      3.16400      0.60000          AAA
     0.03200      0.10200      0.04300      0.54900      0.15000           BB
     0.39800      0.57500      0.09100      6.05400      0.64600          AAA
    -0.01000     -0.28000      0.03200      0.21200      0.08000            B
     0.02200      0.05900      0.03600      0.82000      0.24400           BB
     0.05400      0.12300      0.04200      0.64300      0.19100           BB
     0.03100      0.18300      0.04400      1.24900      0.21200          BBB
     0.30100      0.43000      0.07600      1.62000      0.34000          BBB
     0.21500      0.50700      0.06100      5.42000      0.63900          AAA
     0.22200      0.28600      0.06300      1.01900      0.17600          BBB
     0.20100      0.31700      0.06300      1.49400      0.34400            A
     0.38000      0.49600      0.07900      2.33900      0.42300            A
     0.05000      0.25000      0.04000      2.14800      0.73900            A
     0.09900      0.19500      0.04800      1.39900      0.24300          BBB
     0.28900      0.22200      0.06700      0.69500      0.13300           BB
     0.68700      0.83000      0.15300      2.39200      0.31200           AA
     0.07400      0.16800      0.04300      1.17900      0.32200          BBB
     0.06400      0.60200      0.03900     22.96500      1.33700          AAA
     0.06200      0.06700      0.03900      0.53000      0.13300           BB
     0.26500      0.35100      0.07000      1.13200      0.25800           BB
     0.02500      0.12200      0.03900      0.83800      0.21600          BBB
     0.26000      0.20100      0.07000      0.66500      0.21800           BB
     0.24200      0.45100      0.06200      1.99000      0.27700            A
     0.01900      0.02600      0.04100      0.23200      0.10800           BB
     0.14000      0.42000      0.05600      5.20300      0.76100          AAA
     0.11000      0.07000      0.05500      0.59800      0.14100           BB
    -0.07700     -0.08100      0.00300      0.78800      0.23600           BB
     0.05000      0.22000      0.03300      3.64400      0.65900           AA
     0.12100      0.20500      0.04900      1.52600      0.39100            A
     0.25900      0.38100      0.07100      1.48900      0.24900            A
     0.14500      0.55300      0.05400      8.87300      0.65200          AAA
     0.50300      0.76300      0.10200      4.15300      0.61900          AAA
     0.26200      0.51100      0.07700      2.77400      0.38400            A
     0.00400     -0.24100      0.03200      0.20600      0.10400            B
     0.18300      0.10000      0.06400      0.39100      0.10800           BB
     0.07300      0.10700      0.04800      1.14600      0.27600          BBB
     0.27500      0.44200      0.08600      1.44400      0.20200            A
     0.32900      0.44200      0.07200      2.24000      0.31800           AA
     0.53600      0.41700      0.11000      3.30900      0.35400           AA
     0.03100      0.04400      0.03900      0.66000      0.14200           BB
     0.13900      0.21300      0.05200      1.45100      0.29600            A
     0.15700      0.22500      0.05500      1.05500      0.28300          BBB
     0.70500      0.92200      0.14900     18.10300      1.32800          AAA
    -0.02800     -0.35600      0.02500      0.21800      0.09500          CCC
     0.32500      0.52800      0.07700      3.04200      0.36000          AAA
     0.28000      0.35700      0.06600      1.80900      0.29700            A
     0.56500      0.60800      0.11300      0.95800      0.07600          BBB
    -0.00100      0.01200      0.03000      0.52000      0.15100           BB
     0.18700      0.11900      0.05300      0.43700      0.17200           BB
     0.03000      0.11800      0.04000      0.94400      0.30800          BBB
     0.06800      0.10700      0.04300      0.74300      0.16400           BB
     0.20700      0.28700      0.05900      1.39000      0.36600            A
     0.21500      0.33700      0.05300      1.63900      0.28100            A
     0.12000      0.24800      0.05200      1.65000      0.39800          BBB
     0.19200      0.22700      0.05400      1.12200      0.22700          BBB
     0.01200      0.11100      0.02300      1.49200      0.29500          BBB
     0.47200      0.41900      0.09900      0.79200      0.12800          BBB
    -0.32800     -1.84600     -0.09100      0.06500      0.07200          CCC
     0.23200      0.40500      0.07000      1.66900      0.32500            A
     0.26700      0.35500      0.06700      1.61200      0.28800          BBB
     0.07000      0.20300      0.04100      2.46900      0.39500           AA
     0.16000      0.32700      0.05900      3.03600      0.75800           AA
     0.10900      0.18000      0.05200      0.80100      0.22600          BBB
     0.29900      0.37800      0.08100      1.47000      0.38100            A
     0.12300      0.31200      0.05400      2.08500      0.42700            A
     0.02000      0.11400      0.03900      0.75700      0.22300           BB
    -0.06300     -0.08900      0.02500      0.49200      0.25500           BB
     0.23500      0.39300      0.06900      2.09000      0.52600            A
     0.01100     -0.00900      0.03800      0.52400      0.15300           BB
     0.27300      0.30200      0.07200      1.15000      0.27700          BBB
    -0.10100     -0.65000      0.01200      0.13600      0.10600          CCC
     0.07700      0.16200      0.05500      0.46400      0.16500            B
    -0.72700     -1.84100     -0.13200      0.05900      0.09300          CCC
    -0.03700      0.03900      0.03400      1.42900      0.12100            A
     0.01700      0.22400      0.03500      3.88900      0.34300           AA
     0.02100      0.04000      0.03400      0.58900      0.13800           BB
     0.00800      0.04100      0.04000      0.16100      0.08200            B
     0.15400      0.06700      0.05200      0.33300      0.12300           BB
     0.20300      0.35100      0.06200      1.39800      0.25400          BBB
     0.08400      0.36000      0.04800      3.20400      0.45600          AAA
     0.28000      0.21200      0.06700      0.73800      0.13800           BB
     0.10500      0.20800      0.05100      1.11300      0.31200          BBB
    -0.05300      0.08300      0.02000      0.99500      0.23600          BBB
     0.02700      0.11100      0.03800      0.89400      0.26700           BB
     0.44100      0.51700      0.08300      1.64400      0.23600            A
    -0.07700     -0.07200      0.01600      0.46500      0.24900           BB
     0.42600      0.72700      0.08800      6.30100      0.62000          AAA
     0.53200      0.56100      0.11300      1.04400      0.13300            A
    -0.09800     -0.10500      0.00500      0.67100      0.20200           BB
     0.03400      0.04200      0.03900      0.40400      0.10900           BB
     0.25400      0.23100      0.06100      1.01000      0.23700          BBB
     0.03500      0.10600      0.03600      0.71900      0.15700           BB
    -0.04000     -0.17000      0.01500      0.48100      0.20900            B
     0.07300      0.28400      0.04000      2.62200      0.43100           AA
     0.05900      0.25300      0.04700      2.35900      0.39700            A
     0.13200      0.19900      0.05900      0.56100      0.13000           BB
     0.05200      0.15300      0.04500      1.60600      0.32200          BBB
     0.03500     -0.20000      0.03800      0.08800      0.07900           BB
     0.00600      0.10300      0.03600      2.18100      0.38100            A
     0.09500      0.21600      0.04500      1.33900      0.25900            A
     0.26300      0.33800      0.06100      0.59300      0.14000          BBB
     0.10300      0.29900      0.05200      1.79400      0.36600            A
     0.09400      0.11100      0.05900      0.43800      0.12900          BBB
     0.67500      0.87300      0.15400      3.35000      0.20400          AAA
     0.36100      0.72800      0.08400     15.58600      1.02300          AAA
     0.18900      0.34000      0.05400      1.61500      0.27900            A
     0.16600      0.25300      0.05500      1.94600      0.29100            A
     0.12100      0.18400      0.04400      1.73400      0.45400            A
     0.40800      0.71100      0.08800      6.23500      0.56500          AAA
     0.03600      0.15000      0.04600      1.64000      0.30900          BBB
     0.10500      0.22500      0.05100      1.58900      0.31100          BBB
     0.25500      0.36500      0.06300      2.17900      0.48500            A
     0.11600      0.31100      0.05400      1.87800      0.32800            A
     0.15800      0.21700      0.05600      0.74300      0.23900           BB
     0.10300      0.18300      0.03800      0.58100      0.24200           BB
    -0.01500      0.17000      0.02700      2.15400      0.54700          BBB
     0.10900      0.14800      0.05000      0.59500      0.18000           BB
     0.23200      0.51100      0.06600      2.87300      0.42300           AA
     0.22500      0.21800      0.06300      1.42200      0.20300            A
     0.37800      0.64100      0.08500      4.04400      0.44100          AAA
     0.12300      0.47000      0.05800      4.33100      0.70200          AAA
    -0.04700     -0.34700      0.02700      0.21300      0.08800            B
     0.18800      0.14500      0.05800      0.26500      0.09600           BB
    -0.10600     -0.48100     -0.00900      0.70600      0.14300           BB
    -0.09200     -0.12400      0.01600      0.52300      0.18000            B
     0.12800      0.10800      0.05600      0.36600      0.10000            B
     0.08400      0.21500      0.05000      1.57700      0.28500          BBB
    -0.00300     -0.36500      0.03500      0.11200      0.08400          CCC
     0.07100      0.12500      0.04700      0.53300      0.16400           BB
     0.14200      0.13900      0.06300      0.57900      0.16800           BB
     0.34100      0.67800      0.09100      5.62500      0.68300          AAA
     0.10600      0.20300      0.05000      0.81700      0.27400           BB
    -0.03600      0.13400      0.02900      1.03000      0.27700          BBB
     0.02500     -0.05700      0.02600      0.86200      0.38800           BB
    -0.10700      0.01400      0.01800      1.04300      0.21000           BB
     0.05500      0.17500      0.03500      1.32200      0.27700          BBB
    -0.01900      0.00500      0.03100      0.43400      0.16500            B
     0.14600      0.23600      0.04700      1.93500      0.27300            A
     0.32500      0.34000      0.07400      0.91800      0.32500          BBB
    -0.05000     -0.04800      0.02000      0.50200      0.17000           BB
     0.18800      0.38600      0.05900      2.33000      0.37000           AA
     0.35500      0.51200      0.08200      2.91500      0.32200           AA
     0.47600      0.71300      0.08700      4.06600      0.36400          AAA
     0.17300      0.21300      0.06500      0.57600      0.14800           BB
     0.06400      0.02800      0.04900      0.51300      0.12700           BB
     0.04600      0.13600      0.03900      1.28400      0.36400          BBB
    -0.03100      0.21200      0.03200      2.55400      0.52700           AA
    -0.18400     -1.52300     -0.00500      0.09200      0.09600          CCC
     0.08200      0.24400      0.05300      1.98500      0.30700           AA
     0.36200      0.65000      0.08000      7.87800      0.49300          AAA
     0.18900      0.18400      0.06400      0.94700      0.22300          BBB
     0.33500      0.68600      0.07400     10.33900      0.83700          AAA
     0.04400      0.18600      0.04300      1.02500      0.22900          BBB
     0.51700      0.34900      0.10900      1.19000      0.14900          BBB
     0.18800      0.36900      0.06700      0.72200      0.20600          BBB
    -0.11500     -0.45000      0.00600      0.17400      0.10500            B
     0.33900      0.33300      0.08100      1.21600      0.30100          BBB
     0.11500      0.28200      0.05200      1.94500      0.31000            A
     0.23000      0.28400      0.06400      0.48400      0.14600           BB
     0.13600      0.22900      0.05600      1.03600      0.19400           BB
     0.06700      0.07800      0.04000      0.68500      0.24400           BB
