       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA
     0.04000      0.05800      0.04100      0.67000      0.26900
    -0.01600      0.06100      0.03100      0.77600      0.22300
     0.25300      0.34300      0.06300      1.63000      0.36400
     0.25800      0.33300      0.06500      1.84500      0.39600
     0.21800      0.26300      0.06200      1.08000      0.26700
     0.21300      0.19500      0.06500      0.65500      0.19500
    -0.05000     -0.26600      0.02900      0.13500      0.12500
     0.42300      0.48400      0.08800      2.15100      0.24200
     0.12200      0.18900      0.05100      0.75800      0.14000
     0.00600     -0.01400      0.03500      0.37900      0.13400
     0.06600      0.03300      0.04400      0.41200      0.11300
    -0.03100      0.10500      0.02600      0.91300      0.29900
     0.09000      0.35300      0.04400      2.25900      0.56700
     0.05600      0.02000      0.03600      0.32000      0.10800
    -0.11300     -0.31900     -0.01100      0.16200      0.10600
     0.07600      0.12700      0.04500      0.95100      0.20800
     0.01900      0.11000      0.03400      1.09900      0.22600
     0.26300      0.28900      0.07800      1.21100      0.28500
     0.49700      0.76400      0.09200      5.71400      0.49800
     0.43000      0.62000      0.08500      5.11100      0.67100
    -0.02300     -0.10100      0.02700      0.21800      0.12300
     0.14900      0.17800      0.05100      0.88000      0.18800
     0.02100      0.05500      0.03200      0.64900      0.14900
     0.31600      0.44500      0.07400      1.67600      0.48300
     0.01000      0.09800      0.04200      1.46200      0.25200
     0.44700      0.60800      0.08400      2.18700      0.53300
    -0.22200     -0.33400     -0.01700      0.28100      0.12200
     0.16800      0.40900      0.06400      4.93200      0.56600
     0.31600      0.49900      0.07000      2.92300      0.37200
     0.35100      0.29400      0.07800      0.62200      0.27300
     0.07900      0.19500      0.04600      1.57500      0.38900
     0.20100      0.22000      0.05900      1.33700      0.29700
    -0.14400     -0.56400     -0.01500      0.14200      0.14700
     0.28200      0.44200      0.07700      1.62800      0.32100
     0.25900      0.42000      0.05900      4.84500      0.75500
     0.22800      0.42000      0.06900      3.37100      0.43900
     0.14900      0.33900      0.05300      1.63600      0.21000
     0.24200      0.42500      0.06300      3.63000      0.62300
     0.11000      0.12400      0.05200      0.36200      0.13500
    -0.12900     -0.16100     -0.00300      1.06700      0.26100
     0.11100      0.36700      0.05300      2.92300      0.29500
     0.20900      0.53400      0.06000      4.11400      0.61800
    -0.02200     -0.12300      0.02900      0.25900      0.14900
     0.10200      0.20400      0.04900      0.56500      0.09500
     0.02800      0.12600      0.02900      0.76200      0.17900
     0.02800      0.22300      0.03500      2.25600      0.55900
     0.49600      0.64400      0.11000      2.98700      0.40600
     0.24100      0.31400      0.07600      1.11400      0.31500
     0.05500      0.13800      0.04600      0.72200      0.20100
     0.04100      0.18200      0.04100      1.09300      0.25300
     0.59800      0.77900      0.11300      3.54300      0.26600
     0.00800      0.21900      0.03400      3.28500      0.64300
    -0.25900     -0.21900     -0.04700      0.86600      0.22900
     0.17400      0.35300      0.06500      2.20800      0.35800
     0.24500      0.44200      0.06100      2.12800      0.37100
     0.17600      0.13000      0.05300      0.45100      0.13300
     0.11900      0.30800      0.04600      3.10200      0.42900
     0.00700     -0.13800      0.03200      0.28400      0.11100
     0.18400      0.29200      0.05900      1.29100      0.22500
     0.04600      0.11200      0.03700      1.01900      0.30000
     0.41800      0.64800      0.08200      5.02100      0.51200
     0.34400      0.38600      0.07900      1.07100      0.27500
    -0.55900     -0.52900     -0.11200      1.20100      0.27700
    -0.00100      0.13400      0.04100      1.20300      0.33700
     0.25900      0.42000      0.07000      2.28800      0.34500
     0.07700      0.11200      0.04800      0.60400      0.13800
     0.37400      0.39000      0.07900      1.51900      0.20000
     0.05200      0.31800      0.04100      2.55600      0.32200
     0.58300      0.59300      0.11500      1.29300      0.21300
     0.28100      0.42900      0.05500      3.39300      0.61900
    -0.16700     -0.64700     -0.05600      0.28900      0.15700
     0.52000      0.64800      0.11100      1.42300      0.22100
     0.43500      0.50200      0.08600      1.63800      0.29100
     0.07800     -0.04300      0.05300      0.19400      0.12800
     0.35200      0.57900      0.08100      4.41600      0.45600
     0.48100      0.93700      0.09400     17.71800      1.13300
     0.07700      0.23800      0.04500      1.72700      0.34300
     0.32200      0.33200      0.07100      0.96200      0.24000
     0.07300      0.15100      0.04600      0.94400      0.17700
     0.47300      0.37000      0.10000      0.57000      0.13600
     0.39800      0.43500      0.07500      2.33500      0.32700
     0.01500     -0.01000      0.03800      0.54000      0.15900
     0.02100      0.37000      0.03100      4.35300      0.85900
     0.35200      0.92700      0.09700     25.78700      1.14300
     0.14200      0.28400      0.05400      1.50900      0.40700
     0.22900      0.33400      0.06400      1.40500      0.24500
     0.38500      0.50800      0.07400      1.19300      0.36200
     0.09100      0.10700      0.05200      0.42900      0.11100
     0.18000      0.33800      0.05800      0.94500      0.19900
     0.35600      0.39700      0.07300      2.11900      0.33300
    -0.26600     -1.93300     -0.08600      0.05100      0.08200
     0.06200      0.22200      0.04300      1.34000      0.27300
    -0.05900     -0.05000      0.01700      0.92700      0.25800
     0.51800      0.57000      0.10500      1.13700      0.21800
     0.15100      0.27200      0.05400      1.51200      0.25300
     0.04300     -0.00000      0.04300      0.23600      0.12700
     0.11100      0.30600      0.05400      2.42600      0.42600
     0.03600      0.06900      0.03300      0.30600      0.12400
     0.42000      0.79300      0.07800      7.22000      0.43700
     0.48100      0.47300      0.09500      1.62600      0.32200
     0.28900      0.35800      0.07100      0.70200      0.18000
    -0.01600      0.01500      0.03200      1.33100      0.25200
     0.14000      0.24200      0.05300      1.56900      0.22600
     0.07800      0.17900      0.05400      0.97200      0.30000
     0.52000      0.67300      0.10700      3.94600      0.32000
     0.37200      0.63600      0.07700      7.74900      0.66700
     0.25000      0.31500      0.06700      1.87800      0.33800
     0.27200      0.39700      0.06600      2.20000      0.31100
     0.23100      0.40100      0.05600      2.66200      0.32100
     0.07000      0.15700      0.03900      1.59700      0.37300
     0.38000      0.61400      0.08100      4.52900      0.44200
    -0.03800     -0.54500      0.03000      0.11000      0.06800
     0.04800      0.09500      0.04200      0.37500      0.13200
     0.52600      0.67600      0.09900      6.93700      0.62100
     0.25700      0.44500      0.06100      6.30200      0.99800
     0.18700      0.38700      0.05800      1.75200      0.32200
     0.03500      0.02900      0.04200      0.48500      0.17300
     0.12500      0.43400      0.04900      3.05700      0.44800
     0.26400      0.25000      0.06700      0.46100      0.09900
     0.04500      0.18900      0.04500      0.87900      0.35400
    -0.03200      0.09600      0.02300      1.59500      0.50100
     0.04600      0.37800      0.05000      3.10000      0.28000
     0.10400      0.29100      0.04700      1.66500      0.16500
     0.34700      0.61400      0.07500      3.86300      0.46500
     0.15800      0.28200      0.05300      1.21500      0.31100
     0.30800      0.58800      0.06100      8.63300      0.57500
     0.34400      0.41500      0.07000      1.16500      0.31300
     0.27700      0.35300      0.07200      3.02900      0.41700
     0.20800      0.27700      0.06300      2.02400      0.38900
     0.28400      0.22500      0.07100      0.46700      0.10400
     0.18400      0.19200      0.06300      0.93100      0.25300
     0.05300      0.08600      0.03400      1.27800      0.40300
     0.07500      0.16100      0.04600      0.65000      0.12800
     0.13700     -0.03500      0.04000      0.59400      0.21000
     0.02100      0.39300      0.03900      3.44800      0.72000
    -0.12500     -0.77300     -0.00100      0.10100      0.07900
     0.04400      0.11500      0.04100      0.95100      0.25200
     0.35200      0.64000      0.07800      4.14200      0.63200
     0.22400      0.31900      0.04900      2.89500      0.36200
     0.39000      0.52400      0.07500      2.06700      0.24900
     0.02900      0.22300      0.04200      2.17700      0.43000
     0.21700      0.37200      0.05900      2.36900      0.35000
     0.15100      0.29700      0.05600      1.73600      0.28100
     0.02400      0.21800      0.04600      1.75200      0.29300
     0.16200      0.25400      0.06500      1.50200      0.31800
     0.61700      0.96700      0.13900     11.71200      0.77800
     0.00800     -0.04800      0.03300      0.19400      0.09600
     0.22400      0.49800      0.06600      3.73300      0.35500
     0.22000      0.29300      0.06300      1.10900      0.17600
     0.13700      0.20000      0.06300      0.86900      0.22000
     0.22900      0.24300      0.06000      1.86300      0.23800
     0.31000      0.52200      0.07400      6.05200      0.47000
     0.26300      0.15700      0.07200      0.55500      0.14000
     0.31900      0.71600      0.06700     10.88200      0.79400
    -0.02400      0.05800      0.03500      1.02200      0.29100
     0.46800      0.31000      0.10100      0.33500      0.07700
     0.02500      0.04900      0.04400      0.43500      0.16900
    -0.09600     -1.06900      0.01400      0.05700      0.07400
    -0.01300      0.01100      0.03000      1.22100      0.29200
     0.02700      0.00600      0.03400      0.64700      0.26900
     0.42400      0.46200      0.08800      2.77100      0.42400
     0.27500      0.46800      0.06200      5.94200      0.62200
     0.06700      0.20200      0.04600      1.20600      0.27000
     0.26900      0.37100      0.07800      1.18600      0.16400
     0.09500      0.22600      0.05300      0.85600      0.18400
     0.16900      0.31500      0.05600      2.23400      0.27800
     0.10600      0.30200      0.05100      1.63500      0.29000
     0.14100      0.23900      0.05300      1.03100      0.29900
     0.28100      0.36300      0.07200      0.93900      0.13200
     0.20300      0.34400      0.06100      1.15400      0.23500
     0.15700      0.21700      0.05100      1.16800      0.26100
     0.19300      0.42200      0.06600      1.30000      0.21800
    -0.05300     -0.58800      0.02100      0.10200      0.08400
    -0.14300     -0.50600     -0.00500      0.24600      0.11000
     0.42400      0.78400      0.08800     16.40400      1.10600
    -0.06000     -0.29400     -0.00200      0.85200      0.17900
     0.36200      0.40000      0.08600      2.17600      0.32900
     0.00700      0.20300      0.04000      1.34600      0.33500
     0.08900      0.20500      0.02900      3.24700      0.48900
     0.06800      0.14600      0.04100      0.62500      0.15800
    -0.00900      0.07900      0.02900      0.72600      0.24700
     0.32000      0.44900      0.07500      3.40700      0.33000
     0.12400      0.21100      0.04700      1.02200      0.27900
    -0.04300      0.11100      0.02000      1.50000      0.25500
    -0.10100     -0.24700      0.00200      0.37200      0.16100
     0.02500      0.13700      0.03400      1.73200      0.32100
     0.04800      0.19000      0.03800      1.31700      0.29300
    -0.03400      0.09000      0.02400      0.76300      0.24500
     0.04800     -0.10400      0.03400      0.16800      0.07200
     0.15200      0.24900      0.05700      1.20200      0.20600
     0.05500      0.20400      0.04000      2.74300      0.39300
     0.38600      0.54300      0.09000      1.34700      0.18300
     0.74800      0.97100      0.17600      3.22000      0.13900
     0.57900      0.65900      0.12000      2.84000      0.46400
     0.26200      0.55800      0.06700      5.44300      0.58400
     0.30600      0.21600      0.06700      0.42000      0.08200
     0.10300      0.31900      0.04900      2.62900      0.46000
    -0.02900      0.02600      0.03000      0.53700      0.17100
     0.27300      0.46400      0.07400      2.65900      0.26900
     0.09300      0.11200      0.05400      0.91700      0.20100
     0.06000      0.18300      0.04000      1.21000      0.34600
     0.22000      0.25100      0.05600      0.67600      0.18800
     0.08300      0.20400      0.04800      1.15500      0.23800
     0.12200      0.09900      0.05700      0.25100      0.08600
     0.02200      0.13500      0.03000      4.27500      1.23000
     0.10600      0.24200      0.04500      0.86500      0.18800
     0.31400      0.28900      0.06900      0.86700      0.17700
     0.19200      0.28500      0.05800      1.62400      0.36200
     0.10200      0.18000      0.04800      1.35700      0.27400
     0.35600      0.35800      0.08400      1.53900      0.26200
     0.49700      0.67500      0.10500      2.94400      0.32700
     0.21600      0.34200      0.05600      1.03500      0.18200
     0.36700      0.28900      0.08900      1.02300      0.20600
     0.24200      0.38300      0.06500      2.71500      0.43100
     0.03900      0.13700      0.04200      0.89100      0.21000
     0.09800      0.15700      0.04600      0.86700      0.14500
     0.25800      0.27200      0.06400      1.14700      0.19000
     0.05900     -0.00100      0.04700      0.35600      0.12500
     0.15300      0.44100      0.05300      3.84000      0.48900
     0.22900      0.22400      0.06400      0.64600      0.18100
     0.04900      0.13700      0.04500      1.07200      0.24200
     0.10000      0.23500      0.05000      1.39300      0.30100
     0.19500      0.37700      0.05400      2.83800      0.38000
     0.05300      0.33700      0.04200      1.62200      0.18700
     0.06700      0.10300      0.04700      0.52000      0.16700
     0.20500      0.27600      0.06300      1.01200      0.15900
     0.30200      0.41100      0.05400      1.44600      0.21600
     0.10400      0.22000      0.05000      1.77600      0.31600
     0.33600      0.53400      0.07300      1.93300      0.31000
     0.01000      0.12900      0.03800      1.02700      0.18200
    -0.02900      0.14300      0.02800      1.58500      0.29100
     0.37400      0.62000      0.08300      8.28900      0.54800
     0.14900      0.19000      0.05100      0.59700      0.19500
     0.08700      0.21900      0.04300      1.33200      0.20900
     0.21600      0.46800      0.05700      4.22900      0.35000
     0.04100      0.08000      0.03900      0.60300      0.16900
     0.01200      0.22400      0.03200      2.50000      0.28500
     0.09200      0.39300      0.05000      2.82400      0.38300
     0.53800      0.83000      0.11800      5.89800      0.54900
    -0.00800      0.13900      0.02800      1.05100      0.23600
     0.48500      0.66400      0.10600      2.79300      0.39400
     0.21800      0.27600      0.06800      1.74100      0.28300
     0.64700      0.88000      0.14900      4.50400      0.38900
     0.09800      0.35400      0.05700      4.00400      0.65900
     0.06000      0.12500      0.04200      0.55600      0.19700
     0.53700      0.93600      0.12700      5.10900      0.51900
    -0.02600     -0.52200      0.03200      0.10000      0.08000
     0.31000      0.30500      0.08500      0.86900      0.27900
     0.19500      0.43100      0.06300      2.91200      0.40400
     0.24300      0.10500      0.04300      0.11000      0.06000
     0.15800      0.24000      0.05400      1.33500      0.25100
     0.08000      0.27500      0.04800      1.65300      0.25900
     0.31800      0.65100      0.06900     13.28800      1.09200
     0.13200      0.27100      0.05200      1.50900      0.28400
     0.27200      0.50500      0.06700      4.35700      0.49300
     0.45000      0.89200      0.10000     22.86800      1.05500
     0.07500      0.19900      0.04300      0.48000      0.12000
     0.09900      0.40200      0.04300      5.50300      0.64900
     0.27100      0.34100      0.06500      0.94700      0.17800
     0.40600      0.71000      0.08900      6.74800      0.84100
     0.22100      0.15100      0.05100      1.07000      0.31000
     0.11400      0.27500      0.05200      2.51400      0.52500
     0.08500      0.16100      0.04600      0.62000      0.22100
     0.36800      0.63600      0.08300      2.83500      0.45000
     0.02100     -0.14200      0.04400      0.25100      0.09000
     0.08000      0.12400      0.05100      0.91700      0.17500
     0.28200      0.41700      0.07300      1.69700      0.24100
     0.11600      0.21500      0.04500      1.05300      0.26300
     0.36600      0.48100      0.08500      1.81900      0.28100
     0.16700      0.25300      0.05500      1.23200      0.20700
     0.20000      0.15800      0.06200      1.18700      0.27000
     0.22100      0.46100      0.06900      3.67400      0.53900
     0.36000      0.51300      0.08000      2.76800      0.46200
     0.03000      0.12000      0.03800      0.91100      0.40100
     0.12800      0.21300      0.05600      0.72800      0.15200
     0.21200      0.64400      0.07400      7.38000      0.54900
     0.18200      0.20200      0.06300      0.35600      0.13100
     0.46900      0.85800      0.08300     14.84500      1.05500
     0.40200      0.47200      0.08000      1.46800      0.29400
    -0.04500     -0.01300      0.02500      0.40800      0.07200
     0.41400      0.63000      0.09100      3.11100      0.23900
     0.31500      0.51000      0.07200      3.30500      0.39300
    -0.05000      0.04700      0.01700      0.53700      0.13000
     0.06700      0.17900      0.04300      0.67100      0.29700
     0.42000      0.43600      0.08400      1.21400      0.45700
    -0.01900     -0.08600      0.02300      0.34400      0.17400
     0.03600     -0.04800      0.03400      0.36600      0.14200
     0.13000      0.11000      0.05200      0.54800      0.14700
     0.27900      0.26800      0.06500      1.49800      0.38900
     0.20600      0.28000      0.07000      1.27400      0.31200
     0.16700      0.16900      0.05500      0.67800      0.16400
     0.01500      0.06500      0.02500      0.54300      0.20600
     0.34100      0.34500      0.08700      0.44000      0.15100
     0.40000      0.33900      0.09500      0.62600      0.10800
     0.25800      0.50800      0.07100      5.39600      0.82100
     0.06300      0.04400      0.04200      0.30900      0.12800
     0.00600      0.16000      0.03400      2.32900      0.36200
     0.54100      0.69200      0.12100      4.59200      0.41600
    -0.37100     -1.87500     -0.03400      0.05500      0.06700
     0.13000      0.32500      0.05500      4.97100      0.76900
     0.20500      0.28800      0.05400      2.87100      0.54500
     0.00300      0.02100      0.03000      0.45700      0.13500
     0.16800      0.31300      0.06100      1.33500      0.25100
     0.01200      0.09900      0.03400      1.01100      0.36200
     0.12400      0.49200      0.06300     12.65000      1.06500
     0.13200      0.20100      0.04900      0.91800      0.27400
     0.10300      0.37400      0.05800      2.43400      0.36800
     0.28200      0.41300      0.06900      1.26400      0.26200
     0.11200      0.27200      0.05200      1.15500      0.27200
     0.21800      0.36400      0.05900      1.09100      0.49000
     0.21400      0.20500      0.05000      1.24200      0.20900
     0.14000      0.37600      0.05000      3.12400      0.42700
     0.06900      0.09100      0.03600      0.60300      0.19800
     0.22200      0.34900      0.07100      0.84700      0.13100
     0.12000      0.11400      0.04600      1.06800      0.28900
     0.05600      0.10400      0.04500      0.78400      0.20100
     0.14500      0.21100      0.05600      1.21600      0.29900
     0.06800      0.18600      0.04600      0.83900      0.21200
     0.14500      0.24000      0.04700      1.38400      0.42300
     0.15000      0.12100      0.05900      0.52200      0.12400
     0.07100      0.26300      0.04600      1.49200      0.36700
     0.22600      0.11500      0.06500      0.23400      0.10600
    -0.03100     -0.03800      0.01800      0.84100      0.22600
    -0.01300      0.16900      0.01000      1.39900      0.45700
     0.00500     -0.13200      0.03100      0.33000      0.14100
     0.09800      0.27200      0.06000      0.57800      0.12200
     0.19900      0.16800      0.06000      0.63800      0.17300
     0.16900      0.18500      0.05900      0.66100      0.16800
     0.43900      0.39200      0.08900      0.68600      0.19000
     0.11600      0.21900      0.05700      0.68600      0.16900
     0.07300      0.07200      0.04300      0.49700      0.23600
    -0.08900      0.02500      0.01100      1.53200      0.23200
     0.35900      0.14100      0.07500      0.72200      0.16800
     0.12800      0.18800      0.06000      0.98800      0.21700
     0.12300      0.20200      0.05200      0.68100      0.19300
     0.11700      0.14300      0.04800      0.47500      0.17800
     0.03200      0.22900      0.04100      1.06800      0.30300
     0.03200      0.10800      0.03700      1.21800      0.27100
     0.16800      0.27900      0.05100      1.64900      0.25700
     0.33300      0.39500      0.07700      0.83600      0.18900
     0.23900      0.33800      0.06400      1.95400      0.30300
     0.29400      0.60100      0.07300      4.78400      0.57700
     0.00300      0.36100      0.04000      6.15200      0.78200
     0.24400      0.33600      0.06800      1.48800      0.26100
    -0.50200     -1.88800     -0.02400      0.07300      0.07200
     0.21900      0.29100      0.05200      2.04100      0.25300
    -0.01100      0.06200      0.03200      0.71800      0.25900
     0.04700      0.12500      0.03400      0.91600      0.25300
    -0.04800     -0.13300      0.02900      0.19100      0.11200
     0.05100      0.25800      0.04100      1.50600      0.31600
     0.07000      0.22600      0.04600      1.94800      0.23300
     0.06500      0.10500      0.04600      0.60900      0.17900
     0.25800      0.38600      0.06400      2.46400      0.24400
     0.38100      0.20900      0.07300      0.59000      0.12000
     0.12300      0.12000      0.05900      0.41600      0.12800
     0.05800      0.35000      0.05000      3.22600      0.46100
     0.11900      0.21700      0.05200      1.54000      0.22900
     0.35900      0.61800      0.08100      3.64600      0.38400
     0.03800      0.15800      0.04400      0.88700      0.26100
     0.17500      0.26900      0.05400      1.36400      0.35800
     0.28400      0.24200      0.06400      1.45800      0.23200
     0.14400      0.25000      0.05200      1.55800      0.30300
    -0.00300      0.24600      0.03200      3.51000      0.59200
    -0.00400     -0.13300      0.02800      0.56900      0.17700
    -0.00700      0.11500      0.03300      1.32600      0.38700
     0.18000      0.29200      0.05100      2.33800      0.37500
     0.04100     -0.01000      0.03800      0.50000      0.16700
     0.22700      0.37400      0.06200      2.30800      0.33500
     0.18200      0.39000      0.05800      2.50600      0.39600
     0.44600      0.56900      0.11300      1.88600      0.26700
     0.19900      0.07700      0.05000      0.27100      0.08600
     0.04000      0.19500      0.04100      1.45500      0.31500
     0.10200      0.34700      0.04100      4.12900      0.73900
     0.16300      0.20800      0.05400      0.85200      0.14900
     0.20800      0.50100      0.05800      3.61900      0.50400
     0.03500      0.01400      0.04900      0.15800      0.07500
     0.12700      0.08700      0.05600      0.34000      0.11800
     0.10800      0.27600      0.04900      2.49500      0.46600
     0.47700      0.56300      0.10900      1.33200      0.25000
     0.24700      0.50000      0.06200      4.84900      0.47900
    -0.01800      0.06200      0.03200      0.59300      0.13000
     0.12300      0.19000      0.05200      0.71400      0.17700
     0.18800      0.19100      0.07900      0.18800      0.07500
     0.20700      0.34900      0.06200      1.80700      0.26800
     0.16600      0.29500      0.04600      2.18100      0.33500
     0.01200      0.10200      0.03100      1.05100      0.29500
    -0.00200      0.04200      0.02900      0.57400      0.20400
     0.11800      0.23300      0.05500      1.41400      0.22200
     0.06800      0.21100      0.04500      1.30500      0.33500
     0.36000      0.59200      0.08700      5.12500      0.38500
     0.36500      0.39400      0.07600      1.56300      0.12100
     0.33500      0.59800      0.07900      2.51000      0.35000
     0.16000      0.23700      0.05000      2.61900      0.31500
     0.49000      0.76500      0.11200     10.24000      0.70900
     0.23700      0.35500      0.05900      2.81700      0.44400
     0.37300      0.69700      0.07500      5.57100      0.53700
     0.06600      0.14000      0.04400      0.80600      0.25400
     0.05900      0.08100      0.05000      0.50500      0.19100
    -0.04000      0.04200      0.02700      1.14100      0.31900
    -0.14600     -1.70200     -0.00900      0.06100      0.08200
     0.20100      0.11000      0.05200      0.81100      0.25800
     0.28200      0.43200      0.07300      3.09000      0.37400
     0.22600      0.34400      0.07100      1.64500      0.32500
     0.39500      0.45200      0.08100      2.61600      0.34500
     0.33600      0.40200      0.07400      1.29200      0.25100
     0.14400      0.30600      0.05400      1.68900      0.34600
     0.10300      0.13300      0.05500      0.46500      0.11800
     0.20300      0.38700      0.04800      2.39700      0.58900
     0.08100      0.20200      0.05100      1.44000      0.33400
     0.21400      0.42300      0.06100      3.90600      0.48200
     0.45600      0.74400      0.08500      7.66300      0.79000
     0.24300      0.28400      0.06000      0.90700      0.29600
    -0.06400      0.25400      0.01500     11.88600      1.23200
     0.01300     -0.05300      0.03400      0.28000      0.13100
     0.01900      0.23700      0.03600      2.11000      0.31700
     0.19200      0.35800      0.06300      2.01400      0.44000
     0.26800      0.46200      0.06600      3.82300      0.47300
     0.07800      0.01500      0.04800      0.45500      0.28700
     0.21100      0.31000      0.06000      0.82300      0.14500
     0.11600      0.21000      0.05300      1.90300      0.36500
     0.34200      0.61600      0.07200     10.78100      0.53200
     0.31500      0.46900      0.08600      2.37900      0.21300
     0.17400      0.16000      0.05900      0.28500      0.10000
     0.42100      0.79200      0.12000      4.32500      0.24700
     0.00500      0.12800      0.03400      0.64200      0.15500
     0.07100      0.29600      0.04500      2.48300      0.33300
     0.25800      0.40400      0.06700      3.09200      0.35300
    -0.04400     -0.11100      0.03300      0.29400      0.10400
     0.04000      0.18000      0.03900      1.50100      0.29200
     0.02100     -0.05300      0.03100      0.34200      0.13900
     0.26200      0.42200      0.06800      2.24200      0.41700
     0.13500      0.13500      0.05300      0.68500      0.18000
     0.30400      0.24800      0.07500      0.22300      0.17500
     0.40300      0.30300      0.08400      2.04500      0.45400
     0.29400      0.51700      0.08900      2.86800      0.41500
    -0.05000     -0.46200      0.01200      0.11000      0.08000
     0.23100      0.72000      0.06700     11.20200      1.07400
     0.12300      0.24300      0.05000      1.29800      0.31500
    -0.01900      0.12300      0.03200      1.21400      0.25600
     0.47000      0.75300      0.09000     13.46200      1.08500
     0.20200      0.22000      0.06800      0.69600      0.18200
     0.00400     -0.27200      0.03500      0.21500      0.13800
    -0.00400      0.01500      0.03700      0.74800      0.27300
    -2.22200     -2.71600     -0.39600      0.13200      0.08900
     0.15900      0.26900      0.05900      1.51900      0.44000
     0.37200      0.56700      0.07700      3.32600      0.41600
     0.03200      0.38800      0.04300      5.47800      0.84100
     0.08900      0.08200      0.03800      0.48700      0.21300
     0.06400     -0.04400      0.04900      0.23300      0.09700
     0.52900      0.79300      0.10900     13.11600      0.87100
     0.21800      0.23400      0.06600      0.71500      0.26300
     0.18000      0.35100      0.06000      3.22900      0.49000
     0.49200      0.40400      0.08400      0.90200      0.12700
     0.41400      0.59700      0.07700      3.57700      0.49900
     0.38200      0.43200      0.08600      1.11700      0.21500
     0.03600      0.20000      0.04600      2.10500      0.38400
     0.30600      0.55900      0.08000      2.28500      0.32500
    -0.14200     -0.76900      0.00200      0.11600      0.09800
     0.38200      0.59300      0.08000      5.02100      0.54800
     0.10000      0.23200      0.04900      1.78900      0.42500
     0.28100      0.25000      0.08000      0.55900      0.12800
     0.14000      0.46000      0.05200      4.29600      0.47200
     0.19700      0.28000      0.06200      1.45400      0.29800
     0.12300      0.11600      0.04600      1.33500      0.26000
    -0.05400     -0.12100      0.02500      0.38900      0.18000
    -0.00500     -0.03500      0.03200      0.56700      0.14300
    -0.02200      0.06100      0.02900      1.32500      0.21500
     0.12400      0.25200      0.05200      1.66700      0.36700
    -0.13100     -1.78200      0.00700      0.06000      0.07000
     0.06200      0.30400      0.04100      2.08600      0.40200
     0.52200      0.49300      0.12300      1.19800      0.13200
     0.22400      0.47000      0.06700      5.59800      0.77700
     0.09700      0.35600      0.05100      2.64800      0.54300
     0.45200      0.52600      0.09300      1.64100      0.26800
     0.25600      0.42800      0.06500      2.22800      0.43000
     0.30100      0.45100      0.07800      2.51700      0.41600
    -0.08000     -0.15300      0.02300      0.34600      0.12500
    -0.04400      0.12400      0.03200      3.61900      0.63400
     0.14100      0.17800      0.04700      0.96900      0.31100
     0.05700      0.06600      0.02800      0.33000      0.07200
     0.14600      0.38300      0.05800      2.29300      0.38200
     0.12900      0.16800      0.05400      0.44500      0.10900
     0.10300     -0.03700      0.04800      0.69600      0.19200
     0.18900      0.37000      0.06200      2.98300      0.37300
     0.11300      0.29700      0.04700      1.96400      0.27400
     0.21400      0.28400      0.05200      1.46600      0.25300
    -0.20900     -1.32400     -0.01800      0.13900      0.10500
     0.19700      0.08200      0.06200      0.18600      0.12400
     0.03700     -0.02800      0.03500      0.39600      0.11700
     0.26200      0.46500      0.07100      3.16100      0.45100
     0.22900      0.35300      0.05700      2.27900      0.32100
     0.29800      0.53900      0.07100      5.85300      0.50700
     0.02300      0.08900      0.03100      0.58600      0.15200
     0.00900      0.43200      0.04700      6.41500      0.61100
     0.22200      0.43400      0.06700      2.40800      0.52600
     0.44100      0.61400      0.08600      2.92900      0.37800
     0.03500      0.19700      0.03500      2.02500      0.29800
     0.11200      0.16500      0.04600      0.89800      0.20000
     0.13600      0.09600      0.05400      0.32200      0.11100
     0.40500      0.79000      0.08500     11.87400      0.79000
     0.55700      0.78300      0.11400      7.22000      0.54500
     0.16800      0.35900      0.06500      2.66500      0.35700
     0.25100      0.39800      0.05900      2.25300      0.41800
     0.15800      0.24500      0.04800      2.79400      0.31200
    -0.12000     -0.15300      0.00700      0.59900      0.19900
    -0.00000     -0.04300      0.02600      0.38500      0.20000
    -0.02000     -0.02300      0.03300      0.65700      0.16300
     0.09300      0.01600      0.04600      0.30000      0.10800
     0.19800      0.10600      0.06800      0.26600      0.10100
     0.05100      0.09500      0.04500      0.71600      0.17400
     0.06000      0.31000      0.04500      2.93600      0.44800
     0.22300      0.40200      0.05900      2.48500      0.44600
     0.26500      0.27200      0.07100      0.74500      0.15500
     0.10800      0.19800      0.05100      0.90300      0.17400
    -0.05400     -0.24900      0.01900      0.25500      0.10400
     0.04500      0.09700      0.03600      0.49700      0.16900
     0.15800      0.02700      0.05900      0.16000      0.09700
     0.01600      0.03600      0.02500      0.84200      0.26700
     0.04500     -0.01400      0.04400      0.63600      0.18100
     0.47700      0.58100      0.10700      2.50700      0.17700
    -0.00900      0.00800      0.03400      0.85000      0.26200
     0.44300      0.25300      0.10300      0.36600      0.09900
     0.12200      0.12900      0.04400      0.36700      0.13000
     0.16000      0.18200      0.04600      0.55100      0.14400
     0.58700      1.06200      0.11500     23.60500      1.32300
     0.26000      0.41900      0.05700      5.16000      0.80500
     0.08100      0.30200      0.04700      2.15900      0.46200
    -0.16600     -0.73000     -0.04300      0.25400      0.15000
     0.02000      0.21900      0.03100      1.49000      0.22300
     0.37400      0.43000      0.08400      1.66400      0.29800
     0.04600      0.09500      0.04000      0.46100      0.11700
